id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1554980750390329346,1554980750390329346,2022-08-04 04:31:15 +0430,2022-08-04,04:31:15,+0430,1187835922118787073,lavern_spicer,Lavern Spicer 🇺🇸,,"Instead of hiring 87,000 IRS agents can’t Biden just post up Zelenskyy’s PO Box so that we can just send our tax dollars directly to him?  That’s all they do with them anyway.",en,[],[],[],34,171,751,[],[],https://twitter.com/lavern_spicer/status/1554980750390329346,False,,0,,Miami,,,,,,[],,,,
1554973383233744896,1554972940046925824,2022-08-04 04:01:59 +0430,2022-08-04,04:01:59,+0430,38029205,williamlegate,LeGate☮️ | pillow-fight.com CMO,,"@POTUS thank you, sir!  I filled up the other day &amp; gas was more than $1.50 cheaper than it was when you opened back up the economy!  very strong move to produce more oil domestically per day that Trump did when he left office after losing in a landslide!",en,[],[],[],30,8,64,[],[],https://twitter.com/williamlegate/status/1554973383233744896,False,,0,,Miami,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1554931478496219137,1554931478496219137,2022-08-04 01:15:28 +0430,2022-08-04,01:15:28,+0430,1187835922118787073,lavern_spicer,Lavern Spicer 🇺🇸,,Whoever writes Joe Biden’s tweets would be a better president than Joe Biden.,en,[],[],[],67,87,762,[],[],https://twitter.com/lavern_spicer/status/1554931478496219137,False,,0,,Miami,,,,,,[],,,,
1554885466272387072,1554885137921368065,2022-08-03 22:12:38 +0430,2022-08-03,22:12:38,+0430,38029205,williamlegate,LeGate☮️ | pillow-fight.com CMO,,"@POTUS thank you, sir!   as we saw last night in the Republican state of Kansas, Americans overwhelmingly stand with Dems &amp; their fight for constitutionally protected basic healthcare rights!",en,[],[],[],9,15,182,[],[],https://twitter.com/williamlegate/status/1554885466272387072,False,,0,,Miami,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1554837680021680134,1554837680021680134,2022-08-03 19:02:45 +0430,2022-08-03,19:02:45,+0430,307549658,poleorafael,Rafael Poleo,,En Estados Unidos grandes fortunas tienen negocios con China e influencia en medios de comunicación a los que hoy vemos lamentando que Biden y Pelosi le hayan parado el macho a Pekín.,es,[],[],[],18,71,184,[],[],https://twitter.com/PoleoRafael/status/1554837680021680134,False,,0,,Miami,,,,,,[],,,,
1554835844745162753,1554835844745162753,2022-08-03 18:55:27 +0430,2022-08-03,18:55:27,+0430,307549658,poleorafael,Rafael Poleo,,"Estados Unidos ha dado un golpe maestro en Taiwan. Estos demócratas de Biden, Pelosi &amp; Cia no son los vacilantes comeflores de Carter y Obama. Hay aliento rooseveltiano en el gobierno.",es,[],[],[],107,168,506,[],[],https://twitter.com/PoleoRafael/status/1554835844745162753,False,,0,,Miami,,,,,,[],,,,
1554833977755574272,1554833977755574272,2022-08-03 18:48:02 +0430,2022-08-03,18:48:02,+0430,4867653783,doug_maga,George Soros and Poopy Pants gotta go!!,,Cant wait #green New Deal thanks #Biden #Pelosi and #AOC  https://t.co/IsnlrGTpXz,en,[],[],['https://pbs.twimg.com/media/FZPhQjpUYAEJegV.jpg'],3,9,19,"['green', 'biden', 'pelosi', 'aoc']",[],https://twitter.com/doug_maga/status/1554833977755574272,False,,1,https://pbs.twimg.com/media/FZPhQjpUYAEJegV.jpg,Miami,,,,,,[],,,,
1554829120906743815,1554829120906743815,2022-08-03 18:28:44 +0430,2022-08-03,18:28:44,+0430,1187835922118787073,lavern_spicer,Lavern Spicer 🇺🇸,,"Biden is hiring 87,000 new IRS agents to target anyone who has ever donated to a Republican candidate for office.  We’ll all be audited.",en,[],[],[],130,440,1420,[],[],https://twitter.com/lavern_spicer/status/1554829120906743815,False,,0,,Miami,,,,,,[],,,,
1554799863174504449,1554799863174504449,2022-08-03 16:32:28 +0430,2022-08-03,16:32:28,+0430,19422491,grantstern,Grant Stern is boosted!,,I’ll be hosting a new episode of The Report Card to talk about President Biden and Democrats are better for our national security and troops with @funder.  Today at 1:00 PM ET / 10:00 AM PT.   Join us!  https://t.co/y537GsodgY,en,"[{'screen_name': 'funder', 'name': 'scott dworkin', 'id': '14247236'}]",['https://callin.com/link/OCNxfAuihp'],[],2,26,78,[],[],https://twitter.com/grantstern/status/1554799863174504449,False,,0,,Miami,,,,,,[],,,,
1554647129716555776,1554647129716555776,2022-08-03 06:25:34 +0430,2022-08-03,06:25:34,+0430,2228816504,panampost_es,PanAm Post Español,,"🇨🇳 🎥 | Simulacros de fuego real alrededor de la nación insular y reclamos al embajador estadounidense marcan el inicio del empeoramiento de las relaciones entre los gobiernos de Joe Biden y Xi Jinping por la visita de la congresista demócrata, Nancy Pelosi.  https://t.co/dkRym9BXd8",es,[],[],[],4,33,41,[],[],https://twitter.com/PanAmPost_es/status/1554647129716555776,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1554646973206216708/pu/img/g3w24MaERlPFHpCw.jpg,Miami,,,,,,[],,,,
