id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1555010717258072078,1554874887340261376,2022-08-04 06:30:20 +0430,2022-08-04,06:30:20,+0430,817158775610179584,chicago1ray,Chicago1Ray 🇺🇸,,@SenWarren @POTUS They'd be able to pay their loans if Biden wasn't the resident,en,[],[],[],3,13,117,[],[],https://twitter.com/Chicago1Ray/status/1555010717258072078,False,,0,,Chicago,,,,,,"[{'screen_name': 'SenWarren', 'name': 'Elizabeth Warren', 'id': '970207298'}, {'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1555002091512516612,1554906196884262917,2022-08-04 05:56:03 +0430,2022-08-04,05:56:03,+0430,817158775610179584,chicago1ray,Chicago1Ray 🇺🇸,,@POTUS ANY QUESTIONS 👇👇👇👇💯%  https://t.co/XMH7muEHLu,en,[],[],['https://pbs.twimg.com/media/FZR6KKHX0AEpvea.jpg'],4,17,81,[],[],https://twitter.com/Chicago1Ray/status/1555002091512516612,False,,1,https://pbs.twimg.com/media/FZR6KKHX0AEpvea.jpg,Chicago,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
1554980429379272704,1554980429379272704,2022-08-04 04:29:59 +0430,2022-08-04,04:29:59,+0430,85583894,qasimrashid,"Qasim Rashid, Esq.",,"We are now on day 21 that the UAE has unjustly arrested Asim Ghafoor, without evidence, trial, or even letting him call his family. Asim is the civil rights lawyer who defended Jamal Kashoggi. @POTUS must call for his immediate release &amp; safe return to America. #FreeAsimGhafoor  https://t.co/fjLjpanNY2",en,"[{'screen_name': 'potus', 'name': 'president biden', 'id': '1349149096909668363'}]",[],['https://pbs.twimg.com/media/FZRl0AwXEAE86MA.png'],2,59,119,['freeasimghafoor'],[],https://twitter.com/QasimRashid/status/1554980429379272704,False,,1,https://pbs.twimg.com/media/FZRl0AwXEAE86MA.png,Chicago,,,,,,[],,,,
1554952027989577731,1554952027989577731,2022-08-04 02:37:07 +0430,2022-08-04,02:37:07,+0430,1403201252910059522,bossblunts1,The Butcher of Wall Street | Marcel Kalinovic,,BIDEN INFLATION REDUCTION BILL RAISES TAXES FOR THE 99%!  HERE'S THE PROOF  https://t.co/jUyIYU01p1,en,[],['https://www.youtube.com/watch?v=Isny-JuxDc4'],[],9,47,158,[],[],https://twitter.com/BossBlunts1/status/1554952027989577731,False,,0,,Chicago,,,,,,[],,,,
1554946607094939651,1554946607094939651,2022-08-04 02:15:35 +0430,2022-08-04,02:15:35,+0430,817158775610179584,chicago1ray,Chicago1Ray 🇺🇸,,Oil sheiks gave Biden the middle finger (OPEC) increases by only (100K) barrels a day   What a fucken joke....,en,[],[],[],9,89,313,[],[],https://twitter.com/Chicago1Ray/status/1554946607094939651,False,,0,,Chicago,,,,,,[],,,,
1554908262046355459,1554908262046355459,2022-08-03 23:43:13 +0430,2022-08-03,23:43:13,+0430,33250147,crackerthe4th,Linda,,Who looks older? The GOP should stop talking about President Biden’s age and health!  https://t.co/DPQwqNz2ta,en,[],[],"['https://pbs.twimg.com/media/FZQk0t6XwAQKF_v.jpg', 'https://pbs.twimg.com/media/FZQk0t8X0AADZ4t.jpg']",5,8,30,[],[],https://twitter.com/Crackerthe4th/status/1554908262046355459,False,,1,https://pbs.twimg.com/media/FZQk0t6XwAQKF_v.jpg,Chicago,,,,,,[],,,,
1554894870363381762,1554894870363381762,2022-08-03 22:50:00 +0430,2022-08-03,22:50:00,+0430,817007725666242561,marketrebels,Market Rebellion,,Biden Administration planning to prevent exports of certain chip development software to China,en,[],[],[],7,8,65,[],[],https://twitter.com/MarketRebels/status/1554894870363381762,False,,0,,Chicago,,,,,,[],,,,
1554890042191085568,1554890042191085568,2022-08-03 22:30:49 +0430,2022-08-03,22:30:49,+0430,17028405,abc7chicago,ABC 7 Chicago,,"With abortion laws varying from state to state, President Joe Biden plans to sign an executive order aimed at safeguarding access Wednesday.   https://t.co/6UUOpEmArZ",en,[],['https://abc7chicago.com/abortion-law-rights-laws-joe-biden/12095375/?ex_cid=TA_WLS_TW&taid=62eab7cbd1c79200010e8748&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter'],[],9,26,128,[],[],https://twitter.com/ABC7Chicago/status/1554890042191085568,False,,0,,Chicago,,,,,,[],,,,
1554867198576959489,1554867198576959489,2022-08-03 21:00:02 +0430,2022-08-03,21:00:02,+0430,17028405,abc7chicago,ABC 7 Chicago,,"As President Biden signs an abortion executive order, Illinois is seeing an influx of patients from other states.   https://t.co/iCz2c2jvfr",en,[],['https://abc7chicago.com/abortion-illinois-president-joe-biden-law-rights/12095764/?ex_cid=TA_WLS_TW&taid=62eaa28a9cd7690001914694&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter'],[],19,36,178,[],[],https://twitter.com/ABC7Chicago/status/1554867198576959489,False,,0,,Chicago,,,,,,[],,,,
1554826238505750528,1554467051946885122,2022-08-03 18:17:17 +0430,2022-08-03,18:17:17,+0430,817158775610179584,chicago1ray,Chicago1Ray 🇺🇸,,@POTUS FACT 👇👇👇👇👇  https://t.co/yet3j4EsNs,en,[],[],['https://pbs.twimg.com/media/FZPaOBXUUAAXOBO.jpg'],2,24,106,[],[],https://twitter.com/Chicago1Ray/status/1554826238505750528,False,,1,https://pbs.twimg.com/media/FZPaOBXUUAAXOBO.jpg,Chicago,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
